단축코드,한글 종목명,한글 종목약명,시장구분
131970,두산테스나,두산테스나,KOSDAQ
133750,메가엠디,메가엠디,KOSDAQ
133820,화인베스틸보통주,화인베스틸,KOSPI
134060,이퓨쳐,이퓨쳐,KOSDAQ
134380,미원화학보통주,미원화학,KOSPI
134580,탑코미디어,탑코미디어,KOSDAQ
134790,시디즈보통주,시디즈,KOSPI
136410,아셈스,아셈스,KOSDAQ
136480,하림,하림,KOSDAQ
136490,선진보통주,선진,KOSPI
136510,에디슨이브이,에디슨EV,KOSDAQ
136540,윈스,윈스,KOSDAQ
137080,나래나노텍,나래나노텍,KOSDAQ
137310,에스디바이오센서보통주,에스디바이오센서,KOSPI
137400,피엔티,피엔티,KOSDAQ
137940,넥스트아이,넥스트아이,KOSDAQ
137950,제이씨케미칼,제이씨케미칼,KOSDAQ
138040,메리츠금융지주회사보통주,메리츠금융지주,KOSPI
138070,신진에스엠,신진에스엠,KOSDAQ
138080,오이솔루션,오이솔루션,KOSDAQ
138360,협진,협진,KOSDAQ
138490,코오롱플라스틱보통주,코오롱플라스틱,KOSPI
138580,비즈니스온커뮤니케이션,비즈니스온,KOSDAQ
138610,나이벡,나이벡,KOSDAQ
138690,엘아이에스,엘아이에스,KOSDAQ
138930,BNK금융지주보통주,BNK금융지주,KOSPI
139050,시티랩스,시티랩스,KOSDAQ
139130,DGB금융지주보통주,DGB금융지주,KOSPI
139480,이마트보통주,이마트,KOSPI
139670,키네마스터,키네마스터,KOSDAQ
139990,아주스틸보통주,아주스틸,KOSPI
140070,서플러스글로벌,서플러스글로벌,KOSDAQ
140410,메지온,메지온,KOSDAQ
140520,대창스틸,대창스틸,KOSDAQ
140670,알에스오토메이션,알에스오토메이션,KOSDAQ
140860,파크시스템스,파크시스템스,KOSDAQ
140910,에이자기관리부동산투자회사보통주,에이리츠,KOSPI
141000,비아트론,비아트론,KOSDAQ
141020,디에스앤엘,디에스앤엘,KOSDAQ
141080,레고켐바이오사이언스,레고켐바이오,KOSDAQ
142210,유니트론텍,유니트론텍,KOSDAQ
142280,녹십자엠에스,녹십자엠에스,KOSDAQ
142760,비엘,비엘,KOSDAQ
143160,아이디스,아이디스,KOSDAQ
143210,핸즈코퍼레이션보통주,핸즈코퍼레이션,KOSPI
143240,사람인에이치알,사람인에이치알,KOSDAQ
143540,영우디에스피,영우디에스피,KOSDAQ
144510,지씨셀,지씨셀,KOSDAQ
144960,뉴파워프라즈마,뉴파워프라즈마,KOSDAQ
145020,휴젤,휴젤,KOSDAQ
145210,다이나믹디자인보통주,다이나믹디자인,KOSPI
145270,케이탑리츠보통주,케이탑리츠,KOSPI
145720,덴티움보통주,덴티움,KOSPI
145990,삼양사보통주,삼양사,KOSPI
145995,삼양사1우선주,삼양사우,KOSPI
146320,비씨엔씨,비씨엔씨,KOSDAQ
147760,마이크로프랜드,마이크로프랜드,KOSDAQ
147830,제룡산업,제룡산업,KOSDAQ
148140,비디아이,비디아이,KOSDAQ
148150,세경하이테크,세경하이테크,KOSDAQ
148250,알엔투테크놀로지,알엔투테크놀로지,KOSDAQ
148780,비플라이소프트,비플라이소프트,KOSDAQ
149950,아바텍,아바텍,KOSDAQ
149980,하이로닉,하이로닉,KOSDAQ
150840,인트로메딕,인트로메딕,KOSDAQ
150900,파수,파수,KOSDAQ
151860,케이지이티에스,KG ETS,KOSDAQ
151910,에스비더블유생명과학,SBW생명과학,KOSDAQ
152550,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),한국ANKOR유전,KOSPI
153460,네이블커뮤니케이션즈,네이블,KOSDAQ
153490,우리이앤엘,우리이앤엘,KOSDAQ
153710,옵티팜,옵티팜,KOSDAQ
154030,농업회사법인 아시아종묘,아시아종묘,KOSDAQ
154040,솔루에타,솔루에타,KOSDAQ
155650,와이엠씨,와이엠씨,KOSDAQ
155660,DSR보통주,DSR,KOSPI
155900,바다로19호선박투자회사,바다로19호,KOSPI
156100,엘앤케이바이오메드,엘앤케이바이오,KOSDAQ
158310,참존글로벌,참존글로벌,KOSDAQ
158430,아톤,아톤,KOSDAQ
159010,아스플로,아스플로,KOSDAQ
159580,제로투세븐,제로투세븐,KOSDAQ
159910,스킨앤스킨,스킨앤스킨,KOSDAQ
160550,넥스트엔터테인먼트월드,NEW,KOSDAQ
160600,이큐셀,이큐셀,KOSDAQ
160980,싸이맥스,싸이맥스,KOSDAQ
161000,애경케미칼보통주,애경케미칼,KOSPI
161390,한국타이어앤테크놀로지보통주,한국타이어앤테크놀로지,KOSPI
161570,더 미동,THE MIDONG,KOSDAQ
161580,필옵틱스,필옵틱스,KOSDAQ
161890,한국콜마보통주,한국콜마,KOSPI
163560,동일고무벨트보통주,동일고무벨트,KOSPI
163730,핑거,핑거,KOSDAQ
164060,이루다,이루다,KOSDAQ
166090,하나머티리얼즈,하나머티리얼즈,KOSDAQ
166480,코아스템,코아스템,KOSDAQ
168330,내츄럴엔도텍,내츄럴엔도텍,KOSDAQ
168490,한국투자Parallel유전해외자원개발특별자산투자회사1호,한국패러랠,KOSPI
169330,마크로밀엠브레인,엠브레인,KOSDAQ
170030,현대공업,현대공업,KOSDAQ
170790,파이오링크,파이오링크,KOSDAQ
170900,동아에스티보통주,동아에스티,KOSPI
170920,엘티씨,엘티씨,KOSDAQ
171010,램테크놀러지,램테크놀러지,KOSDAQ
171090,선익시스템,선익시스템,KOSDAQ
171120,라이온켐텍,라이온켐텍,KOSDAQ
173130,오파스넷,오파스넷,KOSDAQ
173940,에프엔씨엔터테인먼트,에프엔씨엔터,KOSDAQ
174880,장원테크,장원테크,KOSDAQ
174900,앱클론 주식회사,앱클론,KOSDAQ
175140,인포마크,인포마크,KOSDAQ
175250,아이큐어,아이큐어,KOSDAQ
175330,JB금융지주보통주,JB금융지주,KOSPI
177350,베셀,베셀,KOSDAQ
177830,파버나인,파버나인,KOSDAQ
178320,서진시스템,서진시스템,KOSDAQ
178780,유테크,유테크,KOSDAQ
178920,피아이첨단소재보통주,PI첨단소재,KOSPI
179290,엠아이텍,엠아이텍,KOSDAQ
179530,애드바이오텍,애드바이오텍,KOSDAQ
179900,유티아이,유티아이,KOSDAQ
180400,디엑스앤브이엑스,디엑스앤브이엑스,KOSDAQ
180640,한진칼보통주,한진칼,KOSPI
181340,이즈미디어,이즈미디어,KOSDAQ
181710,NHN보통주,NHN,KOSPI
182360,큐브엔터테인먼트,큐브엔터,KOSDAQ
182400,엔케이맥스,엔케이맥스,KOSDAQ
182690,테라셈,테라셈,KOSDAQ
183190,아세아시멘트보통주,아세아시멘트,KOSPI
183300,코미코,코미코,KOSDAQ
183490,엔지켐생명과학,엔지켐생명과학,KOSDAQ
184230,에스지에이 솔루션즈,SGA솔루션즈,KOSDAQ
185490,아이진,아이진,KOSDAQ
185750,종근당보통주,종근당,KOSPI
186230,그린플러스,그린플러스,KOSDAQ
187220,디티앤씨,디티앤씨,KOSDAQ
187270,신화콘텍,신화콘텍,KOSDAQ
187420,주식회사 제노포커스,제노포커스,KOSDAQ
187660,에이디엠코리아,에이디엠코리아,KOSDAQ
187790,나노,나노,KOSDAQ
187870,디바이스이엔지,디바이스이엔지,KOSDAQ
189300,인텔리안테크놀로지스,인텔리안테크,KOSDAQ
189330,씨이랩,씨이랩,KOSDAQ
189690,포시에스,포시에스,KOSDAQ
189860,서전기전,서전기전,KOSDAQ
189980,흥국에프엔비,흥국에프엔비,KOSDAQ
190510,나무가,나무가,KOSDAQ
190650,코리아에셋투자증권,코리아에셋투자증권,KOSDAQ
191410,육일씨엔에쓰,육일씨엔에쓰,KOSDAQ
191420,테고사이언스,테고사이언스,KOSDAQ
192080,더블유게임즈보통주,더블유게임즈,KOSPI
192250,케이사인,케이사인,KOSDAQ
192390,윈하이텍,윈하이텍,KOSDAQ
192400,쿠쿠홀딩스보통주,쿠쿠홀딩스,KOSPI
192410,더에이치큐,THQ,KOSDAQ
192440,슈피겐코리아,슈피겐코리아,KOSDAQ
192650,드림텍보통주,드림텍,KOSPI
192820,코스맥스보통주,코스맥스,KOSPI
193250,와이제이엠게임즈,와이제이엠게임즈,KOSDAQ
194370,제이에스코퍼레이션보통주,제이에스코퍼레이션,KOSPI
194480,데브시스터즈,데브시스터즈,KOSDAQ
194700,노바렉스,노바렉스,KOSDAQ
195500,마니커에프앤지,마니커에프앤지,KOSDAQ
195870,해성디에스보통주,해성디에스,KOSPI
195940,에이치케이이노엔,HK이노엔,KOSDAQ
195990,에이비프로바이오,에이비프로바이오,KOSDAQ
196170,알테오젠,알테오젠,KOSDAQ
196300,애니젠,애니젠,KOSDAQ
196450,코아시아옵틱스,코아시아옵틱스,KOSDAQ
196490,디에이테크놀로지,디에이테크놀로지,KOSDAQ
196700,웹스,웹스,KOSDAQ
197140,디지캡,디지캡,KOSDAQ
198080,엔피디,엔피디,KOSDAQ
198440,고려시멘트,고려시멘트,KOSDAQ
199800,툴젠,툴젠,KOSDAQ
199820,제일전기공업,제일전기공업,KOSDAQ
200130,콜마비앤에이치,콜마비앤에이치,KOSDAQ
200230,텔콘알에프제약,텔콘RF제약,KOSDAQ
200350,래몽래인,래몽래인,KOSDAQ
200470,에이팩트,에이팩트,KOSDAQ
200670,휴메딕스,휴메딕스,KOSDAQ
200710,에이디테크놀로지,에이디테크놀로지,KOSDAQ
200780,비씨월드제약,비씨월드제약,KOSDAQ
200880,서연이화보통주,서연이화,KOSPI
201490,미투온,미투온,KOSDAQ
203400,에이비온,에이비온,KOSDAQ
203450,유니온커뮤니티,유니온커뮤니티,KOSDAQ
203650,드림시큐리티,드림시큐리티,KOSDAQ
203690,프로스테믹스,프로스테믹스,KOSDAQ
204020,그리티,그리티,KOSDAQ
204210,모두투어리츠보통주,모두투어리츠,KOSPI
204270,제이앤티씨,제이앤티씨,KOSDAQ
204320,만도보통주,만도,KOSPI
204620,글로벌텍스프리,글로벌텍스프리,KOSDAQ
204630,스튜디오 산타클로스 엔터테인먼트,스튜디오산타클로스,KOSDAQ
204840,지엘팜텍,지엘팜텍,KOSDAQ
205100,엑셈,엑셈,KOSDAQ
205470,휴마시스,휴마시스,KOSDAQ
205500,액션스퀘어,액션스퀘어,KOSDAQ
206400,베노홀딩스,베노홀딩스,KOSDAQ
206560,덱스터스튜디오,덱스터,KOSDAQ
206640,바디텍메드,바디텍메드,KOSDAQ
206650,유바이오로직스,유바이오로직스,KOSDAQ
207760,미스터블루,미스터블루,KOSDAQ
207940,삼성바이오로직스보통주,삼성바이오로직스,KOSPI
208140,정다운,정다운,KOSDAQ
208340,파멥신,파멥신,KOSDAQ
208350,지란지교시큐리티,지란지교시큐리티,KOSDAQ
208370,셀바스헬스케어,셀바스헬스케어,KOSDAQ
208640,썸에이지,썸에이지,KOSDAQ
208710,바이오로그디바이스,바이오로그디바이스,KOSDAQ
208860,엔지스테크널러지,엔지스테크널러지,KOSDAQ
210540,디와이파워보통주,디와이파워,KOSPI
210980,SK디앤디보통주,SK디앤디,KOSPI
211050,인카금융서비스,인카금융서비스,KOSDAQ
211270,에이피위성,AP위성,KOSDAQ
212560,네오오토,네오오토,KOSDAQ
213420,덕산네오룩스,덕산네오룩스,KOSDAQ
213500,한솔제지보통주,한솔제지,KOSPI
214150,클래시스,클래시스,KOSDAQ
214180,민앤지,민앤지,KOSDAQ
214260,라파스,라파스,KOSDAQ
214270,에프에스엔,FSN,KOSDAQ
214310,에스엘바이오닉스,에스엘바이오닉스,KOSDAQ
214320,이노션보통주,이노션,KOSPI
214330,금호에이치티보통주,금호에이치티,KOSPI
214370,케어젠,케어젠,KOSDAQ
214390,경보제약보통주,경보제약,KOSPI
214420,토니모리보통주,토니모리,KOSPI
214430,아이쓰리시스템,아이쓰리시스템,KOSDAQ
214450,파마리서치,파마리서치,KOSDAQ
214610,미코바이오메드,미코바이오메드,KOSDAQ
214680,디알텍,디알텍,KOSDAQ
214870,뉴지랩파마,뉴지랩파마,KOSDAQ
215000,골프존,골프존,KOSDAQ
215090,휴센텍,휴센텍,KOSDAQ
215100,로보로보,로보로보,KOSDAQ
215200,메가스터디교육,메가스터디교육,KOSDAQ
215360,우리산업,우리산업,KOSDAQ
215380,우정바이오,우정바이오,KOSDAQ
215480,토박스코리아,토박스코리아,KOSDAQ
215600,신라젠,신라젠,KOSDAQ
215790,이노인스트루먼트,이노인스트루먼트,KOSDAQ
216050,인크로스,인크로스,KOSDAQ
216080,제테마,제테마,KOSDAQ
217190,제너셈,제너셈,KOSDAQ
217270,넵튠,넵튠,KOSDAQ
217330,싸이토젠,싸이토젠,KOSDAQ
217480,에스디생명공학,에스디생명공학,KOSDAQ
217500,러셀,러셀,KOSDAQ
217600,켐온,켐온,KOSDAQ
217620,디딤,디딤,KOSDAQ
217730,강스템바이오텍,강스템바이오텍,KOSDAQ
217820,엔에스,엔에스,KOSDAQ
218150,미래생명자원,미래생명자원,KOSDAQ
218410,알에프에이치아이씨,RFHIC,KOSDAQ
219130,타이거일렉,타이거일렉,KOSDAQ
219420,링크제니시스,링크제니시스,KOSDAQ
219550,디와이디,디와이디,KOSDAQ
219750,지티지웰니스,지티지웰니스,KOSDAQ
220100,퓨쳐켐,퓨쳐켐,KOSDAQ
220180,핸디소프트,핸디소프트,KOSDAQ
220260,켐트로스,켐트로스,KOSDAQ
221840,하이즈항공,하이즈항공,KOSDAQ
221980,케이디켐,케이디켐,KOSDAQ
222040,코스맥스엔비티,코스맥스엔비티,KOSDAQ
222080,씨아이에스,씨아이에스,KOSDAQ
222110,팬젠,팬젠,KOSDAQ
222160,바이옵트로,바이옵트로,KOSDAQ
222420,쎄노텍,쎄노텍,KOSDAQ
222800,심텍,심텍,KOSDAQ
222810,마이더스AI,마이더스AI,KOSDAQ
222980,한국맥널티,한국맥널티,KOSDAQ
223250,드림씨아이에스,드림씨아이에스,KOSDAQ
223310,커머스마이너,커머스마이너,KOSDAQ
224060,코디엠,코디엠,KOSDAQ
224110,에이텍티앤,에이텍티앤,KOSDAQ
225190,삼양옵틱스,삼양옵틱스,KOSDAQ
225220,제놀루션,제놀루션,KOSDAQ
225430,케이엠제약,케이엠제약,KOSDAQ
225530,보광산업,보광산업,KOSDAQ
225570,넥슨게임즈,넥슨게임즈,KOSDAQ
225590,패션플랫폼,패션플랫폼,KOSDAQ
226320,잇츠한불보통주,잇츠한불,KOSPI
226330,신테카바이오,신테카바이오,KOSDAQ
226340,본느,본느,KOSDAQ
226360,케이에이치건설,KH 건설,KOSDAQ
226400,주식회사 오스테오닉,오스테오닉,KOSDAQ
226440,한송네오텍,한송네오텍,KOSDAQ
226950,올릭스,올릭스,KOSDAQ
227100,에이치앤비디자인,에이치앤비디자인,KOSDAQ
227610,아우딘퓨쳐스,아우딘퓨쳐스,KOSDAQ
227840,현대코퍼레이션홀딩스보통주,현대코퍼레이션홀딩스,KOSPI
227950,엔투텍,엔투텍,KOSDAQ
228340,동양파일,동양파일,KOSDAQ
228670,레이,레이,KOSDAQ
228760,지노믹트리,지노믹트리,KOSDAQ
228850,레이언스,레이언스,KOSDAQ
229000,젠큐릭스,젠큐릭스,KOSDAQ
229640,엘에스전선아시아보통주,LS전선아시아,KOSPI
230240,에치에프알,에치에프알,KOSDAQ
230360,에코마케팅,에코마케팅,KOSDAQ
230980,에이트원,에이트원,KOSDAQ
232140,와이아이케이,와이아이케이,KOSDAQ
232680,라온테크,라온테크,KOSDAQ
234080,JW생명과학보통주,JW생명과학,KOSPI
234100,폴라리스세원,폴라리스세원,KOSDAQ
234300,에스트래픽,에스트래픽,KOSDAQ
234340,세틀뱅크,세틀뱅크,KOSDAQ
234690,녹십자웰빙,녹십자웰빙,KOSDAQ
234920,자이글,자이글,KOSDAQ
235980,메드팩토,메드팩토,KOSDAQ
236200,슈프리마,슈프리마,KOSDAQ
236810,엔비티,엔비티,KOSDAQ
237690,에스티팜,에스티팜,KOSDAQ
237750,피앤씨테크,피앤씨테크,KOSDAQ
237820,플레이디,플레이디,KOSDAQ
237880,클리오,클리오,KOSDAQ
238090,앤디포스,앤디포스,KOSDAQ
238120,얼라인드제네틱스,얼라인드,KOSDAQ
238200,비피도,비피도,KOSDAQ
238490,힘스,힘스,KOSDAQ
239340,줌인터넷,줌인터넷,KOSDAQ
239610,에이치엘사이언스,에이치엘사이언스,KOSDAQ
239890,피엔에이치테크,피엔에이치테크,KOSDAQ
240810,원익아이피에스,원익IPS,KOSDAQ
241520,디에스씨인베스트먼트,DSC인베스트먼트,KOSDAQ
241560,두산밥캣보통주,두산밥캣,KOSPI
241590,화승엔터프라이즈보통주,화승엔터프라이즈,KOSPI
241690,유니테크노,유니테크노,KOSDAQ
241710,코스메카코리아,코스메카코리아,KOSDAQ
241770,메카로,메카로,KOSDAQ
241790,오션브릿지,오션브릿지,KOSDAQ
241820,피씨엘,피씨엘,KOSDAQ
241840,에이스토리,에이스토리,KOSDAQ
242040,나무기술,나무기술,KOSDAQ
243070,휴온스,휴온스,KOSDAQ
243840,신흥에스이씨,신흥에스이씨,KOSDAQ
244460,올리패스,올리패스,KOSDAQ
244920,에이플러스에셋보통주,에이플러스에셋,KOSPI
245620,이원다이애그노믹스,EDGC,KOSDAQ
246690,티에스인베스트먼트,TS인베스트먼트,KOSDAQ
246710,티앤알바이오팹,티앤알바이오팹,KOSDAQ
246720,아스타,아스타,KOSDAQ
246960,이노테라피,이노테라피,KOSDAQ
247540,에코프로비엠,에코프로비엠,KOSDAQ
247660,나노씨엠에스,나노씨엠에스,KOSDAQ
248070,솔루엠보통주,솔루엠,KOSPI
248170,샘표식품보통주,샘표식품,KOSPI
249420,일동제약보통주,일동제약,KOSPI
250000,보라티알,보라티알,KOSDAQ
250060,모비스,모비스,KOSDAQ
250930,예선테크,예선테크,KOSDAQ
251120,바이오에프디엔씨,바이오에프디엔씨,KOSDAQ
251270,넷마블보통주,넷마블,KOSPI
251370,와이엠티,와이엠티,KOSDAQ
251630,브이원텍,브이원텍,KOSDAQ
251970,펌텍코리아,펌텍코리아,KOSDAQ
252500,세화피앤씨,세화피앤씨,KOSDAQ
252990,샘씨엔에스,샘씨엔에스,KOSDAQ
253450,스튜디오드래곤 주식회사,스튜디오드래곤,KOSDAQ
253590,네오셈,네오셈,KOSDAQ
253840,수젠텍,수젠텍,KOSDAQ
254120,자비스,자비스,KOSDAQ
255220,에스지이,SG,KOSDAQ
255440,야스,야스,KOSDAQ
256150,한독크린텍,한독크린텍,KOSDAQ
256630,포인트엔지니어링,포인트엔지니어링,KOSDAQ
256840,한국비엔씨,한국비엔씨,KOSDAQ
256940,케이피에스,케이피에스,KOSDAQ
257370,명성티엔에스,명성티엔에스,KOSDAQ
257720,실리콘투,실리콘투,KOSDAQ
258610,케일럼,케일럼,KOSDAQ
258790,소프트캠프,소프트캠프,KOSDAQ
258830,세종메디칼,세종메디칼,KOSDAQ
259630,엠플러스,엠플러스,KOSDAQ
259960,크래프톤보통주,크래프톤,KOSPI
260660,알리코제약,알리코제약,KOSDAQ
260930,씨티케이,씨티케이,KOSDAQ
260970,에스앤디,에스앤디,KOSDAQ
261200,덴티스,덴티스,KOSDAQ
261780,차백신연구소,차백신연구소,KOSDAQ
262260,에이프로,에이프로,KOSDAQ
262840,아이퀘스트,아이퀘스트,KOSDAQ
263020,디케이앤디,디케이앤디,KOSDAQ
263050,유틸렉스,유틸렉스,KOSDAQ
263540,어스앤에어로스페이스,어스앤에어로스페이스,KOSDAQ
263600,덕우전자,덕우전자,KOSDAQ
263690,디알젬,디알젬,KOSDAQ
263700,케어랩스,케어랩스,KOSDAQ
263720,디앤씨미디어,디앤씨미디어,KOSDAQ
263750,펄어비스,펄어비스,KOSDAQ
263770,유에스티,유에스티,KOSDAQ
263800,데이타솔루션,데이타솔루션,KOSDAQ
263810,상신전자,상신전자,KOSDAQ
263860,지니언스,지니언스,KOSDAQ
263920,휴엠앤씨,휴엠앤씨,KOSDAQ
264450,유비쿼스,유비쿼스,KOSDAQ
264660,씨앤지하이테크,씨앤지하이테크,KOSDAQ
264850,이랜시스,이랜시스,KOSDAQ
264900,크라운제과보통주,크라운제과,KOSPI
265520,에이피시스템,AP시스템,KOSDAQ
265560,영화테크,영화테크,KOSDAQ
265740,엔에프씨,엔에프씨,KOSDAQ
267250,에이치디현대보통주,HD현대,KOSPI
267260,현대일렉트릭보통주,현대일렉트릭,KOSPI
267270,현대건설기계보통주,현대건설기계,KOSPI
267290,경동도시가스보통주,경동도시가스,KOSPI
267320,나인테크,나인테크,KOSDAQ
267790,배럴,배럴,KOSDAQ
267850,아시아나IDT보통주,아시아나IDT,KOSPI
267980,매일유업,매일유업,KOSDAQ
268280,미원스페셜티케미칼보통주,미원에스씨,KOSPI
268600,셀리버리,셀리버리,KOSDAQ
269620,시스웍,시스웍,KOSDAQ
270520,지엔원에너지,지엔원에너지,KOSDAQ
270660,에브리봇 주식회사,에브리봇,KOSDAQ
270870,뉴트리,뉴트리,KOSDAQ
271560,오리온보통주,오리온,KOSPI
271940,일진하이솔루스보통주,일진하이솔루스,KOSPI
271980,제일약품보통주,제일약품,KOSPI
272110,케이엔제이,케이엔제이,KOSDAQ
272210,한화시스템보통주,한화시스템,KOSPI
272290,이녹스첨단소재,이녹스첨단소재,KOSDAQ
272450,진에어보통주,진에어,KOSPI
272550,삼양패키징보통주,삼양패키징,KOSPI
273060,와이즈버즈,와이즈버즈,KOSDAQ
273640,와이엠텍,와이엠텍,KOSDAQ
274090,켄코아에어로스페이스,켄코아에어로스페이스,KOSDAQ
275630,에스에스알,에스에스알,KOSDAQ
276040,스코넥엔터테인먼트,스코넥,KOSDAQ
276730,제주맥주,제주맥주,KOSDAQ
277070,린드먼아시아인베스트먼트,린드먼아시아,KOSDAQ
277410,인산가,인산가,KOSDAQ
277810,레인보우로보틱스,레인보우로보틱스,KOSDAQ
277880,티에스아이,티에스아이,KOSDAQ
278280,천보,천보,KOSDAQ
278650,노터스,노터스,KOSDAQ
279600,미디어젠,미디어젠,KOSDAQ
280360,롯데제과보통주,롯데제과,KOSPI
281740,레이크머티리얼즈,레이크머티리얼즈,KOSDAQ
281820,케이씨텍보통주,케이씨텍,KOSPI
282330,BGF리테일보통주,BGF리테일,KOSPI
282690,동아타이어공업보통주,동아타이어,KOSPI
282880,코윈테크,코윈테크,KOSDAQ
284620,카이노스메드,카이노스메드,KOSDAQ
284740,쿠쿠홈시스보통주,쿠쿠홈시스,KOSPI
285130,SK케미칼보통주,SK케미칼,KOSPI
285490,노바텍,노바텍,KOSDAQ
286750,나노브릭,나노브릭,KOSDAQ
286940,롯데정보통신보통주,롯데정보통신,KOSPI
287410,제이시스메디칼,제이시스메디칼,KOSDAQ
288330,브릿지바이오테라퓨틱스,브릿지바이오테라퓨틱스,KOSDAQ
288620,에스퓨얼셀,에스퓨얼셀,KOSDAQ
288980,모아데이타,모아데이타,KOSDAQ
289010,아이스크림에듀,아이스크림에듀,KOSDAQ
289080,에스브이인베스트먼트,SV인베스트먼트,KOSDAQ
289220,자이언트스텝,자이언트스텝,KOSDAQ
290090,트윔,트윔,KOSDAQ
290120,대유에이피,대유에이피,KOSDAQ
290270,휴네시온,휴네시온,KOSDAQ
290380,대유,대유,KOSDAQ
290510,코리아센터,코리아센터,KOSDAQ
290520,신도기연,신도기연,KOSDAQ
290550,디케이티,디케이티,KOSDAQ
290650,엘앤씨바이오,엘앤씨바이오,KOSDAQ
290660,네오펙트,네오펙트,KOSDAQ
290670,대보마그네틱,대보마그네틱,KOSDAQ
290690,소룩스,소룩스,KOSDAQ
290720,푸드나무,푸드나무,KOSDAQ
290740,액트로,액트로,KOSDAQ
291230,엔피,엔피,KOSDAQ
291650,압타머사이언스,압타머사이언스,KOSDAQ
293480,하나제약보통주,하나제약,KOSPI
293490,카카오게임즈,카카오게임즈,KOSDAQ
293580,나우아이비캐피탈,나우IB,KOSDAQ
293780,압타바이오,압타바이오,KOSDAQ
293940,신한알파리츠보통주,신한알파리츠,KOSPI
294090,이오플로우,이오플로우,KOSDAQ
294140,레몬,레몬,KOSDAQ
294570,쿠콘,쿠콘,KOSDAQ
294630,서남,서남,KOSDAQ
294870,HDC현대산업개발보통주,HDC현대산업개발,KOSPI
297090,씨에스베어링,씨에스베어링,KOSDAQ
297570,알로이스,알로이스,KOSDAQ
297890,에이치비솔루션,HB솔루션,KOSDAQ
298000,효성화학보통주,효성화학,KOSPI
298020,효성티앤씨보통주,효성티앤씨,KOSPI
298040,효성중공업보통주,효성중공업,KOSPI
298050,효성첨단소재보통주,효성첨단소재,KOSPI
298060,에스씨엠생명과학,에스씨엠생명과학,KOSDAQ
298380,에이비엘바이오,에이비엘바이오,KOSDAQ
298540,더네이쳐홀딩스,더네이쳐홀딩스,KOSDAQ
298690,에어부산보통주,에어부산,KOSPI
298870,다올인베스트먼트,다올인베스트먼트,KOSDAQ
299030,하나기술,하나기술,KOSDAQ
299170,더블유에스아이,더블유에스아이,KOSDAQ
299660,셀리드,셀리드,KOSDAQ
299900,위지윅스튜디오,위지윅스튜디오,KOSDAQ
299910,베스파,베스파,KOSDAQ
300080,플리토,플리토,KOSDAQ
300120,라온피플,라온피플,KOSDAQ
300720,한일시멘트보통주,한일시멘트,KOSPI
301300,바이브컴퍼니,바이브컴퍼니,KOSDAQ
302430,이노메트리,이노메트리,KOSDAQ
302440,에스케이바이오사이언스보통주,SK바이오사이언스,KOSPI
302550,리메드,리메드,KOSDAQ
303030,지니틱스,지니틱스,KOSDAQ
303530,이노뎁,이노뎁,KOSDAQ
304100,솔트룩스,솔트룩스,KOSDAQ
304840,피플바이오,피플바이오,KOSDAQ
305090,마이크로디지탈,마이크로디지탈,KOSDAQ
306040,에스제이그룹,에스제이그룹,KOSDAQ
306200,세아제강보통주,세아제강,KOSPI
306620,네온테크,네온테크,KOSDAQ
307180,아이엘사이언스,아이엘사이언스,KOSDAQ
307280,원바이오젠,원바이오젠,KOSDAQ
307750,국전약품,국전약품,KOSDAQ
307870,비투엔,비투엔,KOSDAQ
307930,컴퍼니케이파트너스,컴퍼니케이,KOSDAQ
307950,현대오토에버보통주,현대오토에버,KOSPI
308080,바이젠셀,바이젠셀,KOSDAQ
308100,까스텔바작,까스텔바작,KOSDAQ
308170,센트랄모텍보통주,센트랄모텍,KOSPI
309930,오하임아이엔티,오하임아이엔티,KOSDAQ
310200,애니플러스,애니플러스,KOSDAQ
310210,보로노이,보로노이,KOSDAQ
310870,디와이씨,디와이씨,KOSDAQ
311320,지오엘리먼트,지오엘리먼트,KOSDAQ
311390,네오크레마,네오크레마,KOSDAQ
311690,씨제이바이오사이언스,CJ 바이오사이언스,KOSDAQ
312610,에이에프더블류,에이에프더블류,KOSDAQ
313760,윌링스,윌링스,KOSDAQ
314130,지놈앤컴퍼니,지놈앤컴퍼니,KOSDAQ
314930,바이오다인,바이오다인,KOSDAQ
315640,딥노이드,딥노이드,KOSDAQ
316140,우리금융지주보통주,우리금융지주,KOSPI
317120,라닉스,라닉스,KOSDAQ
317240,티에스트릴리온,TS트릴리온,KOSDAQ
317330,덕산테코피아,덕산테코피아,KOSDAQ
317400,자이에스앤디보통주,자이에스앤디,KOSPI
317530,캐리소프트,캐리소프트,KOSDAQ
317690,퀀타매트릭스,퀀타매트릭스,KOSDAQ
317770,슈프리마아이디,슈프리마아이디,KOSDAQ
317830,에스피시스템스,에스피시스템스,KOSDAQ
317850,대모엔지니어링,대모,KOSDAQ
317870,엔바이오니아,엔바이오니아,KOSDAQ
318000,케이비지,KBG,KOSDAQ
318010,팜스빌,팜스빌,KOSDAQ
318020,포인트모바일,포인트모바일,KOSDAQ
318410,비비씨,비비씨,KOSDAQ
319400,현대무벡스,현대무벡스,KOSDAQ
319660,피에스케이,피에스케이,KOSDAQ
320000,윈텍,윈텍,KOSDAQ
321260,프로이천,프로이천,KOSDAQ
